5.005915e+001,3.256631e+001
5.198762e+001,3.023689e+001
5.391609e+001,3.242804e+001
5.584455e+001,2.893812e+001
5.777302e+001,2.701805e+001
5.970149e+001,2.786161e+001
6.162996e+001,2.817259e+001
6.355842e+001,2.541522e+001
6.548689e+001,2.209027e+001
6.741536e+001,2.077835e+001
6.934383e+001,2.090062e+001
7.127229e+001,2.121818e+001
7.320076e+001,2.065293e+001
7.512923e+001,2.133426e+001
7.705769e+001,2.011529e+001
7.898616e+001,1.823222e+001
8.091463e+001,1.977315e+001
8.284309e+001,3.021435e+001
8.477156e+001,2.970785e+001
8.670003e+001,2.396018e+001
8.862849e+001,2.256238e+001
9.055696e+001,2.835641e+001
9.248543e+001,2.625668e+001
9.441389e+001,2.163174e+001
9.634236e+001,2.132027e+001
9.827083e+001,2.518485e+001
1.001993e+002,2.888363e+001
1.021278e+002,2.624993e+001
1.040562e+002,1.985430e+001
1.059847e+002,1.791451e+001
1.079132e+002,2.060465e+001
1.098416e+002,2.128874e+001
1.117701e+002,2.387774e+001
1.136986e+002,2.388325e+001
1.156270e+002,2.445942e+001
1.175555e+002,2.603498e+001
1.194840e+002,2.328330e+001
1.214124e+002,2.353117e+001
1.233409e+002,2.132581e+001
1.252694e+002,2.053508e+001
1.271978e+002,2.350847e+001
1.291263e+002,2.159342e+001
1.310548e+002,1.774442e+001
1.329832e+002,1.672848e+001
1.349117e+002,1.827044e+001
1.368402e+002,1.955519e+001
1.387686e+002,1.856390e+001
1.406971e+002,1.883097e+001
1.426256e+002,1.844493e+001
1.445540e+002,1.496650e+001
1.464825e+002,8.187285e+000
1.484110e+002,1.587302e+001
1.503394e+002,1.217559e+001
1.522679e+002,1.100489e+001
1.541964e+002,1.630876e+001
1.561248e+002,1.643397e+001
1.580533e+002,1.191626e+001
1.599818e+002,1.549091e+001
1.619102e+002,1.866945e+001
1.638387e+002,1.701212e+001
1.657672e+002,1.856797e+001
1.676956e+002,1.773004e+001
1.696241e+002,1.576075e+001
1.715526e+002,1.486655e+001
1.734810e+002,1.605388e+001
1.754095e+002,1.724722e+001
1.773380e+002,1.747611e+001
1.792664e+002,1.615878e+001
1.811949e+002,1.870307e+001
1.831234e+002,2.575934e+001
1.850518e+002,1.935149e+001
1.869803e+002,1.568503e+001
1.889088e+002,1.545048e+001
1.908372e+002,1.789747e+001
1.927657e+002,2.054887e+001
1.946942e+002,1.741520e+001
1.966226e+002,1.811623e+001
1.985511e+002,1.792407e+001
2.004796e+002,1.673738e+001
2.024080e+002,1.646265e+001
2.043365e+002,1.477663e+001
2.062650e+002,1.559564e+001
2.081934e+002,1.600157e+001
2.101219e+002,1.451770e+001
2.120504e+002,1.210619e+001
2.139788e+002,1.565796e+001
2.159073e+002,1.612611e+001
2.178358e+002,1.614658e+001
2.197642e+002,1.623848e+001
2.216927e+002,1.586889e+001
2.236212e+002,2.105868e+001
2.255496e+002,1.856172e+001
2.274781e+002,1.592299e+001
2.294066e+002,1.579393e+001
2.313350e+002,1.595757e+001
2.332635e+002,1.645909e+001
2.351920e+002,1.648893e+001
2.371204e+002,1.665264e+001
2.390489e+002,1.640058e+001
2.409774e+002,1.459402e+001
2.429058e+002,1.215400e+001
2.448343e+002,1.293676e+001
2.467628e+002,1.487017e+001
2.486912e+002,1.492923e+001
2.506197e+002,1.160837e+001
2.525482e+002,1.257987e+001
2.544766e+002,1.876078e+001
2.564051e+002,2.044775e+001
2.583336e+002,1.879859e+001
2.602620e+002,2.058621e+001
2.621905e+002,1.586467e+001
2.641190e+002,1.447918e+001
2.660474e+002,1.628913e+001
2.679759e+002,1.869541e+001
2.699044e+002,1.879444e+001
2.718328e+002,1.763453e+001
2.737613e+002,1.465422e+001
2.756898e+002,1.428223e+001
2.776182e+002,1.641334e+001
2.795467e+002,1.830557e+001
2.814752e+002,1.856042e+001
2.834036e+002,1.776571e+001
2.853321e+002,1.448145e+001
2.872606e+002,1.112117e+001
2.891890e+002,1.083346e+001
2.911175e+002,1.307138e+001
2.930460e+002,1.594908e+001
2.949744e+002,1.645175e+001
2.969029e+002,1.878766e+001
2.988314e+002,2.308022e+001
3.007598e+002,1.377507e+001
3.026883e+002,1.894624e+001
3.046168e+002,2.034323e+001
3.065452e+002,1.811602e+001
3.084737e+002,1.735929e+001
3.104022e+002,2.054239e+001
3.123306e+002,1.821616e+001
3.142591e+002,1.549432e+001
3.161876e+002,1.643687e+001
3.181160e+002,2.036484e+001
3.200445e+002,2.098031e+001
3.219730e+002,1.599076e+001
3.239014e+002,1.145241e+001
3.258299e+002,1.018522e+001
3.277584e+002,1.309280e+001
3.296868e+002,1.846950e+001
3.316153e+002,1.704320e+001
3.335438e+002,1.619625e+001
3.354722e+002,1.535290e+001
3.374007e+002,1.350833e+001
3.393292e+002,1.111561e+001
3.412576e+002,1.368048e+001
3.431861e+002,1.594352e+001
3.451146e+002,1.579364e+001
3.470430e+002,1.407086e+001
3.489715e+002,1.270086e+001
3.509000e+002,1.258046e+001
3.528284e+002,1.478277e+001
3.547569e+002,1.791128e+001
3.566854e+002,1.869954e+001
3.586138e+002,1.631328e+001
3.605423e+002,1.466703e+001
3.624708e+002,2.085560e+001
3.643992e+002,1.663797e+001
3.663277e+002,1.500138e+001
3.682562e+002,1.906151e+001
3.701846e+002,1.827075e+001
3.721131e+002,1.365690e+001
3.740416e+002,1.684255e+001
3.759700e+002,1.587679e+001
3.778985e+002,1.314924e+001
3.798270e+002,1.577119e+001
3.817554e+002,1.381918e+001
3.836839e+002,9.648748e+000
3.856124e+002,8.410688e+000
3.875408e+002,9.941157e+000
3.894693e+002,1.233118e+001
3.913978e+002,1.447181e+001
3.933262e+002,1.756141e+001
3.952547e+002,1.764665e+001
3.971832e+002,1.441093e+001
3.991116e+002,1.110602e+001
